name,workday,NAME_1,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank,Labour Day,Have to work,weekend,Transfer Lines,FDof Study Area,FM of Study Area,FAR of Study Area,BD of Study Area,Distance to city center,FD of Regulated Area,FM of Regulated Area,FAR of Regulated Area,BD of Regulated Area,Road Density,Balance Coefficient,Peak Hour Coefficient,Subway Inflow/Outflow,Bus Inflow/Outflow
张自忠路,357.0964912280702,D0,0.0045351473922902,0.024654710368996,0.087989564757942,9.245510340627548e-11,0.0011981209719778,164.6266666666667,309.63157894736844,174.47368421052633,1,1866,3.923854304659669,1.5234826613437011,0.3261071472045,3.3338713284644546,314,3.612806628152684,0.2518654044079201,0.0468280196678763,16.49256159660901,2.205952133538112,3.1419813498179803,1.023791663948862,0.9083995556694864
德茂,70.81651376146789,D1,0.0045351473922902,0.0045042259327973,0.0514390928418192,2.9824697278004333e-19,0.0027483943881119,64.29166666666667,64.22222222222223,56.833333333333336,1,194,3.3390843445415856,0.4036568759363598,0.0920733446406155,15.120395728410264,12,1.6762349391347309,0.0374006050743343,0.0066491278857218,11.129333584831036,1.7470066417745895,2.843659886147781,1.01624536096912,0.0
房山城关,71.78301886792453,D1,0.0045351473922902,0.0045042259327973,0.0316977854971775,1.6137390967417983e-38,0.002631515302091,78.6,63.35294117647059,50.35294117647059,0,738,3.953874000504781,0.6991941511723015,0.134435005545467,41.7687104749274,255,3.624995277561575,0.199023087757756,0.0354153743867957,10.2276525407635,1.777831869251375,3.157220097944071,1.0406476525980624,0.0
新街口,468.0,D0,0.0045351473922902,0.072737579880437,0.0931521216623694,5.809851035484651e-09,0.0012556850920217,268.8181818181818,419.0,284.2631578947368,1,1749,4.166960353310762,1.8758807306518368,0.3096496715925856,4.95733772695661,230,3.9772706537493048,0.2787981099286932,0.0429767746769867,17.521625399795486,2.504894395671902,3.8650333101135534,0.9184038186597796,0.8297534512415651
旧宫,535.2792792792793,D1,0.0045351473922902,0.0470315398886827,0.0616263504977001,2.4735373883962114e-14,0.0026567504775906,336.4864864864865,507.3157894736842,334.55555555555554,1,1106,3.8090686589867673,0.9784901993899188,0.1871087251996866,12.002630509162405,201,3.618463102150239,0.1744933083180237,0.0307880119242379,10.401422762136356,1.831769548458834,3.528932178513577,0.9227938909330099,0.0
昌平,581.9561403508771,D1,0.0045351473922902,0.0089878375592661,0.0440928854817824,1.4045710019017394e-29,0.0030446766030038,478.6,598.7368421052631,426.3333333333333,1,3354,3.9521824581700287,1.8173097971833168,0.2852311472636101,37.86499558971293,1008,3.725636950170704,0.4761298409812807,0.0737620519685126,21.543486877214463,1.5474626530725846,2.7683569740368683,1.0150434930922736,0.0
昌平东关,305.2909090909091,D1,0.0045351473922902,0.0134508348794063,0.046116867185759,3.312789658695038e-28,0.0020773272586657,239.4931506849315,292.2631578947368,196.5,1,713,4.07389392322999,0.7516516071827571,0.115115598756717,37.128135066497,310,3.878397960261292,0.28551712414291,0.0374570864242321,15.91770277464252,1.6706933615916928,2.726100956990976,0.8546645908538776,1.3560975609756099
昌平西山口,84.68518518518519,D1,0.0022675736961451,0.0,0.0405122376758488,1.7816389680840773e-32,0.0009275362504395,107.87671232876713,115.72222222222224,83.72222222222223,1,69,2.789671098819888,0.2177999992197972,0.0761475282824755,41.62646974292984,14,1.9459101490553128,0.0391882880810387,0.0129509122354004,14.60131812149402,1.4930108473790191,2.366676030468548,1.2114297461198478,0.5067840117345067
星城,73.88679245283019,D1,0.0045351473922902,0.0354566068851783,0.0362094563145717,2.5955917035435597e-32,0.0024436429044092,66.27777777777777,68.38888888888889,68.5,0,252,3.614305128792434,0.4837035526251743,0.1194933514589302,36.22237248573667,113,3.4108855710447594,0.1816438294420369,0.0376621998953245,15.209282102522716,1.84160536816664,3.5166664045056457,1.1376046844147885,1.0589823984105797
景泰,278.50892857142856,D0,0.0045351473922902,0.0249020820449391,0.0835934681328334,4.256752339777517e-08,0.0014071944590888,165.65753424657535,266.55555555555554,182.3333333333333,1,1353,3.941247929879648,1.8477434363876064,0.339422528307663,4.52695448697985,207,3.668041130411223,0.2567361641543612,0.0506660145945107,9.37163512480427,2.0235024323256643,3.109389781812565,1.0768250681849854,0.9077259931185486
木樨地,629.2017543859649,D0,0.0090702947845804,0.1003092145949288,0.0847002352342806,3.1549294814736006e-11,0.0030530979986464,279.5394736842105,576.9473684210526,286.0,1,1286,4.215474347781993,1.8847510974492256,0.2500743574701589,5.628121235293292,189,3.540280991178844,0.2275210473192359,0.0325210797450614,16.814172260188826,3.424185706572288,5.103235171383219,0.9641095376535683,0.7497515135086293
果园,430.9724770642202,D1,0.0045351473922902,0.0280766852195423,0.0478780990714577,1.6949455165307582e-26,0.0019958913978718,192.90540540540545,412.5,195.16666666666663,1,1747,3.938800443428707,1.4929989342294967,0.2246172709281848,20.871961192874853,429,3.671533033584834,0.3879609212785228,0.05801325043944,26.03385315324451,1.4957979229102518,3.507248469494192,1.1072532733049338,0.911692271607834
枣园,591.6754385964912,D1,0.0045351473922902,0.0267161410018552,0.0597801852636066,1.5910903433903047e-10,0.0018788480787744,400.0131578947368,576.5263157894736,423.7894736842105,1,1384,3.914233615182067,1.255997928038635,0.189462068304666,17.94672386848639,519,3.691545668324759,0.3684365559984,0.0485840408929377,16.69486068711538,1.5636904804392342,3.0080984501406327,0.9665051574495026,1.1463473516488822
桥湾,241.92105263157896,D0,0.0045351473922902,0.0164399092970521,0.0835292642402583,1.8757505924060987e-11,0.0013987989368367,115.70666666666666,214.57894736842104,125.10526315789474,1,1345,4.024786842818735,1.3717293700681843,0.2587217168409451,1.4930368409502777,275,3.751426433354162,0.2519678116453591,0.0421373908209087,25.43222328505136,2.7009437832530456,5.5610607940324845,0.9704187109989044,0.9365843287332328
梨园,689.2293577981651,D1,0.0045351473922902,0.0196763553906411,0.0439503342254258,6.116684893955346e-30,0.0022026397199163,380.83561643835617,648.7777777777778,376.1666666666667,1,1701,3.886690165879807,1.3424790989718467,0.1953978124620681,22.842979077591888,611,3.6140213229404816,0.3999842548205795,0.0523958508074484,16.127747428811638,1.447306704858014,3.25911683609959,0.9993923230140779,0.9547315869187188
次渠,125.74074074074076,D1,0.0090702947845804,0.0185013399299113,0.0576109665161257,7.492781669617874e-13,0.0035764309938519,81.76388888888889,116.27777777777776,72.55555555555556,1,156,3.463609417087712,0.2001551545751355,0.0430277646982937,19.695920133796548,28,2.5026614364092272,0.0322090633597743,0.008548574173415,4.957399426864657,1.9174500525485425,3.57546242997779,1.0255562505584843,0.0
